Fruit,Temp,Humid (%),Light (Fux),CO2 (pmm),Class
Pineapple,25,95,9.987371503,307,Bad
Orange,23,95,16.29477154,249,Bad
Tomato,25,95,15.33623116,313,Bad
Orange,23,95,14.75399666,216,Bad
Tomato,25,95,15.76515749,319,Bad
Banana,26,95,17.21524677,316,Good
Banana,24,95,12.20210529,251,BAD
Tomato,24,95,12.13341843,286,Bad
Tomato,24,90,8.165410187,290,Good
Pineapple,22,91,12.41021712,325,Good
Tomato,23,89,12.55068787,324,Good
Tomato,24,95,11.66198098,281,Bad
Tomato,23,87,6.323687334,291,Good
Orange,22,95,6.48823229,245,Good
Pineapple,23,95,12.62144823,335,Good
Tomato,23,89,7.730278953,295,Good
Tomato,25,95,15.50647254,320,Bad
Orange,23,95,14.59144457,215,Bad
Tomato,23,95,14.75399666,314,Bad
Banana,24,95,12.41021712,252,BAD
Orange,23,95,17.88911347,358,Bad
Pineapple,25,95,10.34079221,369,Bad
Pineapple,25,95,9.987371503,315,Bad
Tomato,24,95,16.29477154,347,Bad
Orange,23,95,6.613669965,260,Good
Orange,24,95,15.33623116,367,Bad
Banana,24,95,16.93400512,243,BAD
Orange,23,95,11.14266773,337,Good
Banana,25,95,14.59144457,267,BAD
Tomato,23,89,7.683058499,286,Good
Tomato,24,90,12.90803823,335,Good
Orange,24,95,15.59225501,444,Bad
Orange,22,95,7.22284254,292,Good
Tomato,23,92,11.20647613,361,Good
Orange,22,95,6.869873736,299,Good
Banana,25,95,14.59144457,262,BAD
Orange,23,95,8.364807255,177,Good
Tomato,24,81,7.825388265,390,Good
Orange,22,95,6.162179985,250,Good
Banana,26,94,15.59225501,306,Good
Pineapple,22,95,12.83585424,335,Good
Banana,25,86,13.57421101,346,Good
Tomato,23,90,13.05349201,329,Good
Banana,25,86,12.69256136,351,Good
Pineapple,25,95,11.862037,353,Bad
Tomato,23,92,9.814452454,350,Good
Tomato,23,89,8.568009903,311,Good
Pineapple,25,95,9.757364232,327,Bad
Banana,24,95,18.08630257,258,BAD
Orange,23,95,14.59144457,214,Bad
Banana,24,95,19.10462223,291,BAD
Pineapple,22,95,12.83585424,322,Good
Orange,22,95,6.446808067,246,Good
Banana,26,94,15.16773612,309,Good
Pineapple,25,95,12.20210529,438,Bad
Banana,24,92,16.56585884,321,Good
Tomato,23,91,8.31460431,364,Good
Orange,22,95,8.214906999,378,Good
Banana,24,95,18.08630257,253,BAD
Orange,23,95,8.415248038,174,Good
Tomato,23,87,6.48823229,290,Good
Orange,23,95,19.63480231,345,Bad
Orange,24,95,19.31496687,266,Bad
Orange,22,95,7.000692513,346,Good
Pineapple,23,82,12.62144823,345,Good
Orange,23,95,14.75399666,215,Bad
Tomato,25,95,15.42113219,404,Bad
Banana,24,95,12.41021712,252,BAD
Pineapple,25,95,11.53023895,412,Bad
Pineapple,23,95,12.76402932,350,Good
Pineapple,25,95,11.07916988,296,Bad
Orange,23,95,14.83589827,375,Bad
Orange,23,95,8.214906999,173,Good
Orange,23,95,14.75399666,395,Bad
Pineapple,23,95,12.83585424,353,Good
Banana,26,95,15.85228317,306,Good
Pineapple,25,95,11.27059687,333,Bad
Orange,23,94,5.733232642,358,Good
Pineapple,22,95,12.69256136,339,Good
Pineapple,22,95,12.76402932,334,Good
Orange,24,95,14.67251295,369,Bad
Banana,26,90,20.06947764,301,Good
Pineapple,23,95,12.90803823,339,Good
Tomato,26,91,6.869873736,409,Good
Tomato,24,93,11.53023895,366,Good
Orange,24,95,14.91822038,387,Bad
Orange,22,92,9.255689372,386,Good
Orange,23,95,15.25176672,449,Bad
Pineapple,25,95,9.987371503,296,Bad
Orange,23,95,14.75399666,409,Bad
Banana,24,95,12.06507013,258,BAD
Banana,26,91,19.95991509,302,Good
Tomato,24,95,9.644005982,136,Good
Orange,22,95,6.655874013,281,Good
Orange,22,95,8.0671142,176,Good
Tomato,23,89,7.589280351,292,Good
Tomato,25,95,15.76515749,312,Bad
Tomato,23,94,11.46485093,390,Good
Banana,26,90,20.06947764,302,Good
Tomato,24,88,10.58215896,243,Good
Pineapple,25,95,11.66198098,407,Bad
Banana,26,90,19.74258151,385,Good
Banana,24,95,16.74896501,246,BAD
Tomato,23,89,7.969740423,302,Good
Orange,23,95,8.31460431,182,Good
Pineapple,25,95,11.27059687,294,Bad
Orange,23,95,14.91822038,251,Bad
Tomato,24,95,13.05349201,298,Bad
Tomato,24,89,13.72638492,402,Good
Banana,24,95,17.12100442,251,BAD
Banana,25,95,16.11639251,261,BAD
Tomato,25,95,15.50647254,309,Bad
Orange,22,95,7.496378442,301,Good
Banana,24,95,12.41021712,253,BAD
Tomato,23,92,10.76627794,354,Good
Tomato,23,89,7.921396405,299,Good
Orange,22,95,6.698275399,261,Good
Orange,24,95,14.75399666,369,Bad
Banana,25,88,15.08413665,326,Good
Orange,24,95,15.08413665,371,Bad
Orange,23,95,14.91822038,423,Bad
Tomato,24,95,16.02789778,342,Bad
Pineapple,24,95,11.53023895,419,Bad
Tomato,23,91,13.65010619,332,Good
Tomato,23,90,12.69256136,335,Good
Tomato,24,90,13.05349201,332,Good
Orange,22,95,4.603308323,339,Good
Pineapple,25,95,12.06507013,418,Bad
Banana,24,95,17.30998858,256,BAD
Orange,23,95,19.52760946,278,Bad
Pineapple,22,84,12.62144823,313,Good
Orange,23,95,14.67251295,210,Bad
Tomato,24,95,11.862037,360,Good
Pineapple,24,95,14.1136139,318,Good
Orange,22,95,7.22284254,293,Good
Tomato,24,88,10.70460698,245,Good
Orange,22,95,6.571662296,246,Good
Orange,23,95,4.870193845,353,Good
Pineapple,24,95,13.95754575,329,Good
Orange,24,95,17.79130513,218,Bad
Tomato,26,94,6.698275399,402,Good
Tomato,23,89,7.450253315,290,Good
Pineapple,22,95,13.49869706,349,Good
Tomato,24,95,12.90803823,302,Bad
Tomato,23,95,14.75399666,404,Good
Pineapple,25,95,9.814452454,337,Bad
Pineapple,23,81,12.62144823,332,Good
Pineapple,22,95,12.76402932,332,Good
Pineapple,25,95,12.90803823,401,Bad
Banana,26,95,16.65717174,311,Good
Orange,23,95,17.02725828,241,Bad
Tomato,23,89,8.516848104,305,Good
Banana,25,89,19.95991509,297,Good
Tomato,24,95,14.83589827,318,Bad
Pineapple,25,95,11.92938136,408,Bad
Banana,26,90,20.06947764,302,Good
Pineapple,22,92,12.83585424,318,Good
Orange,23,95,14.83589827,396,Bad
Pineapple,24,95,14.19224347,311,Good
Tomato,24,95,12.13341843,291,Bad
Orange,23,95,14.91822038,211,Bad
Orange,23,95,19.31496687,346,Bad
Banana,24,95,12.55068787,251,BAD
Pineapple,23,95,12.83585424,352,Good
Orange,22,95,7.683058499,358,Good
Tomato,23,89,7.683058499,301,Good
Orange,23,95,8.722957641,191,Good
Tomato,25,95,13.42356205,388,Bad
Tomato,23,88,7.000692513,283,Good
Tomato,22,94,12.48027818,344,Good
Pineapple,25,95,10.04556771,295,Bad
Orange,23,95,8.415248038,178,Good
Tomato,23,89,8.671063387,375,Good
Orange,23,95,14.91822038,357,Bad
Orange,23,95,16.20534945,261,Bad
Pineapple,25,95,11.07916988,294,Bad
Tomato,24,95,12.06507013,290,Bad
Orange,23,95,14.91822038,218,Bad
Orange,23,95,19.85095108,340,Bad
Tomato,25,95,13.88010234,371,Bad
Banana,25,87,14.35070581,326,Good
Tomato,24,89,8.165410187,320,Good
Tomato,24,92,11.14266773,362,Good
Tomato,24,89,13.49869706,400,Good
Banana,24,95,12.27113269,250,BAD
Tomato,24,93,11.33503171,363,Good
Tomato,23,91,10.64323454,349,Good
Pineapple,25,95,10.10404473,297,Bad
Tomato,23,89,8.364807255,307,Good
Orange,23,95,6.740875089,261,Good
Tomato,24,93,11.07916988,360,Good
Orange,23,95,5.076997025,346,Good
Pineapple,25,95,9.8718154,346,Bad
Orange,23,95,8.364807255,173,Good
Orange,22,95,7.404343951,309,Good
Orange,24,95,14.75399666,368,Bad
Banana,24,95,16.84124175,252,BAD
Orange,23,95,16.02789778,258,Bad
Tomato,23,91,8.364807255,370,Good
Pineapple,24,95,14.03538213,311,Good
Tomato,23,89,12.62144823,347,Good
Pineapple,23,95,12.48027818,325,Good
Orange,22,95,6.446808067,249,Good
Pineapple,23,95,12.55068787,332,Good
Banana,26,95,17.30998858,314,Good
Orange,24,95,19.20950925,266,Bad
Orange,23,95,15.93986231,256,Bad
Tomato,25,95,15.50647254,405,Bad
Pineapple,23,95,12.34050263,334,Good
Orange,23,95,14.59144457,371,Bad
Pineapple,25,95,10.52137857,395,Bad
Tomato,25,93,6.655874013,402,Good
Tomato,24,93,11.20647613,372,Good
Orange,23,95,15.33623116,256,Bad
Banana,24,95,16.74896501,248,BAD
Pineapple,24,95,14.1136139,333,Good
Tomato,23,90,12.76402932,330,Good
Orange,22,95,8.0671142,374,Good
Tomato,23,90,12.76402932,316,Good
Orange,23,95,16.93400512,248,Bad
Banana,25,89,20.40179801,376,Good
Pineapple,25,95,12.90803823,406,Bad
Orange,22,95,8.465927903,183,Good
Banana,24,95,12.90803823,261,BAD
Tomato,23,89,7.921396405,297,Good
Tomato,25,95,15.76515749,315,Bad
Pineapple,25,95,9.987371503,302,Bad
Orange,23,95,19.95991509,336,Bad
Tomato,23,88,7.542720421,290,Good
Banana,25,89,19.63480231,391,Good
Orange,24,95,15.08413665,388,Bad
Banana,24,87,13.95754575,328,Good
Pineapple,25,95,11.92938136,417,Bad
Banana,26,90,19.31496687,377,Good
Orange,23,95,16.20534945,247,Bad
Orange,22,95,4.938486566,358,Good
Orange,23,95,16.74896501,248,Bad
Tomato,23,89,12.62144823,305,Good
Orange,23,95,4.904260592,355,Good
Banana,25,89,15.59225501,322,Good
Orange,23,95,19.74258151,334,Bad
Tomato,23,88,7.404343951,286,Good
Banana,25,86,13.80304952,340,Good
Banana,26,89,19.31496687,375,Good
Pineapple,24,95,14.19224347,316,Good
Tomato,23,89,7.777721829,295,Good
Orange,23,95,8.415248038,175,Good
Tomato,25,92,6.571662296,399,Good
Orange,23,95,19.52760946,262,Bad
Banana,24,95,12.55068787,256,BAD
Banana,25,87,13.88010234,330,Good
Banana,26,95,17.02725828,312,Good
Tomato,24,95,15.93986231,344,Bad
Tomato,25,95,15.76515749,318,Bad
Pineapple,25,95,10.95309884,308,Bad
Banana,25,89,19.31496687,379,Good
Pineapple,25,95,10.95309884,308,Bad
Orange,23,95,19.63480231,338,Bad
Pineapple,25,95,9.929454577,310,Bad
Pineapple,25,95,10.10404473,288,Bad
Tomato,25,95,13.27441976,380,Bad
Banana,24,95,16.84124175,250,BAD
Orange,22,95,6.913276429,289,Good
Banana,26,94,15.50647254,307,Good
Orange,22,95,7.496378442,298,Good
Banana,24,95,13.12676612,254,BAD
Orange,23,95,8.88012605,194,Good
Banana,25,95,16.20534945,265,BAD
Orange,23,95,14.83589827,217,Bad
Orange,23,95,4.904260592,338,Good
Pineapple,22,95,12.62144823,323,Good
Pineapple,25,95,9.929454577,338,Bad
Pineapple,23,95,12.69256136,343,Good
Tomato,24,95,14.43054353,311,Bad
Pineapple,23,82,12.62144823,330,Good
Banana,24,95,16.74896501,248,BAD
Tomato,22,92,13.88010234,317,Good
Orange,22,95,5.007419045,340,Good
Banana,24,95,16.65717174,250,BAD
Tomato,24,88,10.89052217,245,Good
Pineapple,23,81,12.55068787,328,Good
Orange,23,95,4.904260592,349,Good
Pineapple,24,95,13.95754575,330,Good
Banana,26,95,13.95754575,311,Good
Pineapple,25,95,10.10404473,300,Bad
Banana,25,88,19.42099897,406,Good
Tomato,26,92,6.529850053,393,Good
Orange,22,93,7.683058499,299,Good
Pineapple,23,80,12.55068787,332,Good
Orange,22,95,7.404343951,355,Good
Tomato,26,94,6.698275399,398,Good
Tomato,26,93,6.242557594,404,Good
Banana,24,95,16.56585884,247,BAD
Tomato,24,95,12.90803823,305,Bad
Orange,24,95,15.00096563,370,Bad
Tomato,25,93,6.571662296,405,Good
Tomato,24,95,16.65717174,360,Bad
Orange,22,95,7.044707922,301,Good
Orange,23,95,14.91822038,215,Bad
Pineapple,22,95,13.05349201,319,Good
Banana,26,88,18.7933463,380,Good
Pineapple,25,95,13.12676612,411,Bad
Pineapple,25,95,11.01598084,294,Bad
Orange,24,95,14.83589827,403,Bad
Orange,22,95,6.242557594,244,Good
Pineapple,25,95,10.95309884,420,Bad
Pineapple,25,95,11.99705843,397,Bad
Pineapple,25,95,10.04556771,296,Bad
Orange,24,95,14.83589827,401,Bad
Tomato,25,95,15.67848238,311,Bad
Orange,23,95,14.67251295,214,Bad
Tomato,25,95,15.25176672,316,Bad
Banana,24,95,12.41021712,252,BAD
Tomato,24,95,16.11639251,342,Bad
Tomato,26,91,6.913276429,397,Good
Orange,22,95,6.529850053,262,Good
Tomato,23,88,7.730278953,290,Good
Tomato,24,95,13.42356205,375,Bad
Pineapple,23,85,12.69256136,347,Good
Orange,23,95,14.91822038,216,Bad
Pineapple,23,95,12.27113269,326,Good
Banana,26,95,17.30998858,314,Good
Pineapple,25,95,10.70460698,450,Bad
Pineapple,25,95,11.79502342,416,Bad
Orange,23,95,6.446808067,247,Good
Orange,23,95,4.870193845,349,Good
Orange,23,95,16.65717174,249,Bad
Tomato,23,90,12.98058343,334,Good
Orange,23,95,16.38466179,249,Bad
Banana,26,95,17.12100442,316,Good
Orange,23,95,14.59144457,426,Bad
Orange,22,89,7.636059339,297,Good
Tomato,25,95,12.98058343,386,Bad
Pineapple,25,95,9.8718154,328,Bad
Tomato,25,92,6.613669965,401,Good
Tomato,22,92,11.20647613,355,Good
Pineapple,22,95,12.48027818,337,Good
Orange,23,95,8.214906999,178,Good
Pineapple,25,95,10.89052217,304,Bad
Pineapple,23,95,12.76402932,354,Good
Tomato,25,95,15.25176672,387,Bad
Pineapple,22,95,13.20040797,333,Good
Orange,24,95,15.59225501,375,Bad
Orange,23,95,8.264637967,173,Good
Pineapple,22,95,12.55068787,340,Good
Pineapple,22,95,12.69256136,327,Good
Banana,24,95,13.12676612,251,BAD
Orange,22,95,8.671063387,177,Good
Orange,23,95,19.63480231,353,Bad
Pineapple,25,95,9.987371503,297,Bad
Orange,23,95,4.538130868,334,Good
Tomato,23,89,12.69256136,332,Good
Orange,23,95,14.91822038,379,Bad
Tomato,25,95,12.98058343,385,Bad
Tomato,23,90,12.98058343,336,Good
Banana,24,95,16.56585884,257,BAD
Pineapple,25,95,11.66198098,378,Bad
Orange,22,95,4.870193845,339,Good
Tomato,24,95,16.20534945,341,Bad
Tomato,25,95,13.20040797,369,Bad
Tomato,24,95,11.862037,290,Bad
Tomato,24,95,14.03538213,386,Bad
Orange,24,95,16.38466179,390,Bad
Pineapple,25,95,9.757364232,327,Bad
Pineapple,22,95,12.69256136,330,Good
Tomato,25,95,15.76515749,315,Bad
Orange,23,95,16.02789778,259,Bad
Pineapple,23,95,12.62144823,318,Good
Tomato,22,92,11.07916988,353,Good
Orange,22,95,7.044707922,296,Good
Orange,22,95,8.619414571,176,Good
Orange,24,95,14.91822038,359,Bad
Orange,23,95,15.76515749,253,Bad
Tomato,24,76,18.38606989,461,Good
Pineapple,25,95,10.10404473,302,Bad
Orange,24,83,16.38466179,255,Bad
Orange,23,95,14.51078894,211,Bad
Orange,23,95,14.75399666,373,Bad
Tomato,23,89,7.777721829,299,Good
Banana,25,86,12.41021712,341,Good
Pineapple,25,95,11.46485093,314,Bad
Orange,24,95,14.43054353,386,Bad
Orange,22,95,8.933015125,196,Good
Tomato,23,87,6.122270991,281,Good
Pineapple,25,95,12.90803823,400,Bad
Orange,23,95,4.904260592,338,Good
Pineapple,23,93,12.76402932,352,Good
Orange,24,95,15.50647254,367,Bad
Banana,24,86,13.49869706,347,Good
Tomato,25,95,7.313168177,190,Good
Tomato,23,91,10.64323454,350,Good
Pineapple,23,95,12.41021712,332,Good
Orange,23,95,14.91822038,213,Bad
Tomato,25,95,15.50647254,319,Bad
Tomato,23,91,8.214906999,376,Good
Tomato,23,88,7.177995872,288,Good
Tomato,23,92,13.65010619,321,Good
Pineapple,24,95,14.1136139,329,Good
Tomato,23,89,8.0671142,299,Good
Orange,23,95,16.65717174,256,Bad
Orange,23,95,16.65717174,245,Bad
Tomato,25,92,6.529850053,404,Good
Tomato,25,95,13.72638492,366,Bad
Banana,24,95,12.83585424,260,BAD
Orange,23,95,14.59144457,214,Bad
Orange,24,95,14.91822038,368,Bad
Banana,26,95,17.40523312,314,Good
Orange,23,95,14.67251295,383,Bad
Tomato,26,91,6.783674055,390,Good
Orange,24,95,19.10462223,266,Bad
Tomato,23,93,8.933015125,262,Good
Pineapple,22,95,12.69256136,331,Good
Orange,24,95,15.33623116,372,Bad
Orange,23,95,9.420521035,168,Good
Tomato,22,92,10.16280412,356,Good
Orange,22,95,8.516848104,360,Good
Banana,24,88,14.51078894,324,Good
Orange,23,95,16.38466179,200,Bad
Orange,22,95,7.044707922,365,Good
Orange,23,95,14.83589827,215,Bad
Pineapple,25,95,10.10404473,299,Bad
Banana,24,95,14.83589827,265,BAD
Pineapple,24,95,14.43054353,304,Good
Orange,23,95,7.589280351,298,Good
Orange,23,95,4.441500903,346,Good
Banana,24,95,12.55068787,249,BAD
Orange,23,95,14.75399666,215,Bad
Pineapple,24,95,14.03538213,336,Good
Pineapple,22,95,12.76402932,315,Good
Tomato,24,88,10.40069682,243,Good
Tomato,24,81,8.619414571,458,Good
Tomato,25,95,12.62144823,304,Bad
Pineapple,25,95,11.59594835,346,Bad
Pineapple,22,92,12.76402932,324,Good
Tomato,25,95,12.55068787,307,Bad
Tomato,24,89,8.165410187,290,Good
Tomato,26,89,7.177995872,398,Good
Tomato,24,89,8.165410187,290,Good
Banana,24,95,16.56585884,257,BAD
Banana,26,94,13.80304952,304,Good
Orange,22,95,6.740875089,258,Good
Tomato,23,91,8.214906999,363,Good
Tomato,26,89,7.133358572,393,Good
Tomato,24,89,8.165410187,290,Good
Orange,23,95,11.01598084,385,Good
Banana,26,89,18.08630257,376,Good
Tomato,25,91,6.446808067,401,Good
Banana,25,86,13.27441976,353,Good
Pineapple,23,95,12.76402932,338,Good
Orange,22,95,7.358649263,350,Good
Orange,22,95,7.777721829,362,Good
Orange,22,95,4.409591293,350,Good
Pineapple,25,95,10.04556771,304,Bad
Banana,26,95,15.76515749,310,Good
Orange,24,95,15.67848238,404,Bad
Tomato,25,95,12.62144823,305,Bad
Tomato,24,95,16.20534945,348,Bad
Orange,23,95,5.007419045,277,Good
Orange,23,95,8.516848104,168,Good
Pineapple,24,95,14.1136139,308,Good
Orange,23,95,15.85228317,257,Bad
Orange,22,95,6.698275399,257,Good
Tomato,25,93,6.655874013,393,Good
Pineapple,22,95,12.76402932,341,Good
Orange,23,95,18.38606989,263,Bad
Orange,23,95,16.20534945,249,Bad
Tomato,22,89,12.55068787,320,Good
Orange,22,95,6.202275223,247,Good
Orange,22,95,8.568009903,374,Good
Banana,24,95,12.62144823,253,BAD
Tomato,24,89,13.80304952,377,Good
Tomato,24,95,16.20534945,341,Bad
Orange,23,95,16.20534945,246,Bad
Orange,23,95,19.85095108,351,Bad
Pineapple,25,95,10.64323454,285,Bad
Tomato,24,89,8.214906999,287,Good
Orange,23,95,8.264637967,177,Good
Pineapple,25,95,10.89052217,449,Bad
Pineapple,25,95,10.76627794,438,Bad
Pineapple,23,95,12.90803823,346,Good
Orange,22,95,6.242557594,242,Good
Tomato,26,92,6.529850053,397,Good
Pineapple,25,95,10.10404473,298,Bad
Orange,23,95,6.48823229,258,Good
Orange,24,95,16.65717174,392,Bad
Orange,23,95,15.67848238,257,Bad
Pineapple,25,95,11.20647613,312,Bad
Orange,22,95,9.987371503,193,Good
Orange,24,95,18.7933463,266,Bad
Tomato,23,87,6.122270991,281,Good
Pineapple,25,95,11.07916988,294,Bad
Pineapple,23,95,12.06507013,320,Good
Pineapple,25,95,10.04556771,298,Bad
Pineapple,23,95,12.41021712,323,Good
Tomato,23,89,7.589280351,301,Good
Tomato,25,95,7.730278953,205,Good
Orange,23,95,15.00096563,315,Bad
Tomato,25,95,15.50647254,400,Bad
Tomato,23,89,12.69256136,332,Good
Orange,23,95,14.75399666,376,Bad
Banana,25,95,16.11639251,261,BAD
Orange,23,95,6.869873736,247,Good
Orange,22,95,8.775098629,176,Good
Orange,23,95,7.969740423,165,Good
Tomato,22,92,11.14266773,355,Good
Orange,23,95,19.85095108,356,Bad
Pineapple,22,95,12.62144823,328,Good
Tomato,23,89,7.496378442,293,Good
Pineapple,22,95,13.42356205,352,Good
Orange,22,95,4.603308323,337,Good
Orange,22,95,7.000692513,350,Good
Orange,23,95,4.938486566,347,Good
Banana,24,95,16.93400512,253,BAD
Pineapple,25,95,10.16280412,283,Bad
Tomato,24,95,12.76402932,304,Bad
Orange,24,95,14.91822038,362,Bad
Orange,24,95,14.67251295,372,Bad
Pineapple,22,91,12.76402932,328,Good
Tomato,23,89,12.41021712,329,Good
Tomato,24,89,8.165410187,288,Good
Pineapple,25,95,10.89052217,303,Bad
Tomato,24,89,8.165410187,288,Good
Pineapple,25,95,10.95309884,308,Bad
Pineapple,22,95,13.05349201,333,Good
Pineapple,22,95,13.72638492,352,Good
Pineapple,25,95,10.95309884,304,Bad
Pineapple,23,95,12.41021712,330,Good
Pineapple,24,95,14.1136139,317,Good
Pineapple,22,89,13.27441976,336,Good
Tomato,24,95,11.92938136,356,Good
Orange,23,95,15.76515749,256,Bad
Tomato,22,93,11.92938136,355,Good
Orange,24,95,15.00096563,421,Bad
Orange,23,95,16.38466179,249,Bad
Tomato,22,93,13.65010619,354,Good
Banana,25,89,19.52760946,399,Good
Tomato,24,95,11.92938136,286,Bad
Pineapple,24,95,14.1136139,325,Good
Orange,23,95,8.264637967,176,Good
Tomato,25,91,6.48823229,404,Good
Tomato,24,95,16.02789778,345,Bad
Orange,23,95,15.42113219,393,Bad
Pineapple,25,95,9.814452454,275,Bad
Tomato,25,95,12.76402932,304,Bad
Orange,22,95,6.529850053,280,Good
Orange,23,95,15.85228317,254,Bad
Banana,24,95,16.65717174,249,BAD
Pineapple,25,95,10.10404473,294,Bad
Tomato,23,89,12.48027818,336,Good
Banana,25,86,13.49869706,348,Good
Pineapple,25,95,11.39978246,316,Bad
Orange,23,95,15.50647254,394,Bad
Tomato,23,89,8.116146322,296,Good
Banana,26,89,19.20950925,389,Good
Tomato,25,95,15.85228317,316,Bad
Banana,24,95,16.84124175,251,BAD
Tomato,23,89,9.814452454,372,Good
Tomato,24,95,15.76515749,370,Bad
Orange,22,95,6.698275399,292,Good
Tomato,24,90,8.116146322,292,Good
Banana,26,90,20.29041491,385,Good
Orange,23,95,8.775098629,192,Good
Orange,23,95,14.83589827,249,Bad
Banana,25,95,17.79130513,368,Good
Tomato,24,89,12.90803823,333,Good
Tomato,24,95,12.98058343,300,Bad
Banana,26,90,19.10462223,402,Good
Orange,22,95,4.538130868,344,Good
Tomato,23,92,11.20647613,352,Good
Orange,22,95,7.000692513,288,Good
Tomato,26,93,6.529850053,394,Good
Tomato,23,90,12.90803823,336,Good
Tomato,24,95,16.47502321,355,Bad
Tomato,26,90,7.044707922,401,Good
Orange,22,95,6.956882353,299,Good
Pineapple,25,95,11.27059687,291,Bad
Tomato,25,95,12.69256136,302,Bad
Orange,23,95,16.47502321,248,Bad
Banana,25,95,16.02789778,265,BAD
Tomato,26,72,9.147105109,387,Good
Pineapple,25,95,11.92938136,413,Bad
Tomato,24,95,13.65010619,387,Bad
Banana,24,95,12.83585424,254,BAD
Tomato,26,90,7.133358572,401,Good
Banana,24,95,13.49869706,258,BAD
Pineapple,24,95,11.27059687,430,Bad
Banana,24,92,17.02725828,319,Good
Orange,22,95,7.496378442,352,Good
Tomato,26,93,6.529850053,400,Good
Banana,26,91,19.95991509,298,Good
Tomato,24,95,11.72833871,360,Good
Pineapple,25,95,9.987371503,309,Bad
Banana,25,95,16.20534945,276,BAD
Orange,22,95,7.404343951,348,Good
Orange,23,95,14.83589827,439,Bad
Banana,24,95,17.21524677,252,BAD
Orange,23,95,16.65717174,245,Bad
Orange,23,95,19.52760946,279,Bad
Orange,24,95,14.83589827,427,Bad
Banana,26,91,20.06947764,298,Good
Banana,24,95,12.76402932,254,BAD
Orange,24,95,14.59144457,378,Bad
Banana,24,95,12.62144823,256,BAD
Pineapple,23,95,12.90803823,349,Good
Banana,24,95,13.27441976,256,BAD
Pineapple,25,95,9.8718154,288,Bad
Orange,22,95,6.655874013,245,Good
Pineapple,25,95,9.8718154,322,Bad
Tomato,22,92,9.644005982,356,Good
Orange,23,95,16.65717174,256,Bad
Pineapple,24,95,13.95754575,328,Good
Orange,23,95,16.02789778,253,Bad
Pineapple,22,88,12.55068787,335,Good
Pineapple,22,95,12.62144823,327,Good
Orange,22,95,6.613669965,255,Good
Tomato,25,91,6.529850053,393,Good
Orange,24,95,14.75399666,384,Bad
Banana,26,95,17.02725828,314,Good
Orange,23,95,4.870193845,340,Good
Pineapple,25,95,9.757364232,342,Bad
Pineapple,23,84,12.62144823,336,Good
Tomato,24,95,15.93986231,343,Bad
Orange,22,95,8.214906999,177,Good
Orange,22,95,8.415248038,372,Good
Orange,23,95,14.59144457,386,Bad
Orange,23,95,16.38466179,243,Bad
Tomato,24,95,11.53023895,355,Good
Tomato,25,95,15.42113219,318,Bad
Tomato,26,93,6.529850053,396,Good
Pineapple,23,95,12.34050263,315,Good
Banana,25,88,14.59144457,326,Good
Banana,25,86,13.80304952,343,Good
Tomato,24,89,8.0671142,292,Good
Banana,25,86,14.03538213,333,Good
Pineapple,25,95,9.929454577,348,Bad
Orange,23,95,8.31460431,173,Good
Pineapple,23,95,12.27113269,330,Good
Tomato,23,92,10.40069682,359,Good
Tomato,23,91,8.31460431,369,Good
Pineapple,23,95,12.34050263,335,Good
Tomato,23,88,7.589280351,295,Good
Tomato,25,81,7.921396405,409,Good
Pineapple,22,95,12.83585424,318,Good
Tomato,24,90,8.0671142,289,Good
Orange,23,95,14.83589827,216,Bad
Orange,23,95,6.202275223,247,Good
Pineapple,22,87,12.48027818,324,Good
Pineapple,24,95,14.1136139,299,Good
Orange,23,95,8.415248038,197,Good
Banana,25,89,19.74258151,392,Good
Pineapple,25,95,10.10404473,296,Bad
Orange,24,95,16.11639251,374,Bad
Orange,23,95,14.67251295,214,Bad
Tomato,25,95,15.85228317,313,Bad
Tomato,25,95,7.683058499,208,Good
Tomato,23,91,13.27441976,325,Good
Orange,23,95,15.00096563,389,Bad
Pineapple,22,93,13.27441976,333,Good
Orange,22,95,7.777721829,163,Good
Pineapple,24,95,13.95754575,333,Good
Orange,23,95,7.873279406,163,Good
Tomato,22,93,13.20040797,353,Good
Orange,23,95,19.42099897,349,Bad
Orange,23,95,8.516848104,166,Good
Orange,23,95,14.51078894,214,Bad
Pineapple,22,95,12.76402932,334,Good
Tomato,26,94,6.571662296,400,Good
Tomato,24,92,11.20647613,362,Good
Orange,23,95,14.59144457,213,Bad
Tomato,24,95,12.13341843,292,Bad
Pineapple,25,95,11.39978246,453,Bad
Orange,23,95,15.00096563,395,Bad
Banana,25,95,16.38466179,262,BAD
Tomato,23,90,12.98058343,319,Good
Tomato,25,95,13.20040797,379,Bad
Pineapple,25,95,11.01598084,294,Bad
Orange,22,95,4.870193845,346,Good
Banana,24,89,15.93986231,320,Good
Orange,22,95,5.147226326,298,Good
Banana,24,95,12.55068787,246,BAD
Orange,23,95,16.38466179,252,Bad
Tomato,24,95,16.29477154,347,Bad
Pineapple,24,95,14.1136139,314,Good
Pineapple,22,80,12.76402932,330,Good
Orange,23,95,15.33623116,254,Bad
Tomato,24,94,11.27059687,388,Good
Tomato,24,95,14.35070581,384,Bad
Orange,23,95,8.465927903,175,Good
Pineapple,22,95,13.20040797,336,Good
Tomato,25,95,15.42113219,314,Bad
Tomato,23,90,12.98058343,335,Good
